Agent ID: ,0
Spawned At: ,(115.4, 42.0, 57.8)
Window Affinity: ,0
Connectivity Affinity: ,0
Node Path: ,145 , 113
,144 , 112
,144 , 111
,144 , 110
,144 , 109
,144 , 108
,144 , 107
,144 , 106
,144 , 105
,144 , 104
,144 , 103
,144 , 102
,144 , 101
,144 , 100
,144 , 99
,144 , 98
,144 , 97
,144 , 96
,144 , 95
,144 , 94
,144 , 93
,144 , 92
,144 , 91
,144 , 90
,144 , 89
,144 , 88
,144 , 87
,144 , 86
,144 , 85
,144 , 84
,144 , 83
,144 , 82
,144 , 81
,144 , 80
,144 , 79
,144 , 78
,144 , 77
,144 , 76
,144 , 75
,144 , 74
,144 , 73
,144 , 72
,144 , 71
,144 , 70
,144 , 69
,144 , 68
,144 , 67
,144 , 66
,144 , 65
,144 , 64
,144 , 63
,144 , 62
,144 , 61
,144 , 60
,145 , 59
,145 , 58
Agent ID: ,1
Spawned At: ,(23.0, 42.0, 52.9)
Window Affinity: ,0
Connectivity Affinity: ,0
Node Path: ,145 , 113
,144 , 113
,143 , 112
,142 , 111
,141 , 110
,140 , 109
,139 , 108
,138 , 107
,137 , 106
,136 , 105
,135 , 104
,134 , 103
,133 , 102
,132 , 101
,131 , 100
,130 , 99
,129 , 98
,128 , 97
,127 , 96
,126 , 95
,125 , 94
,124 , 93
,123 , 92
,122 , 91
,121 , 90
,120 , 89
,119 , 90
,118 , 90
,117 , 90
,116 , 90
,115 , 90
,114 , 90
,113 , 90
,112 , 90
,111 , 90
,110 , 90
,109 , 90
,108 , 90
,107 , 90
,106 , 90
,105 , 90
,104 , 90
,103 , 90
,102 , 90
,101 , 90
,100 , 90
,99 , 90
,98 , 90
,97 , 90
,96 , 90
,95 , 90
,94 , 90
,93 , 90
,92 , 90
,91 , 90
,90 , 90
,89 , 89
,89 , 88
,89 , 87
,88 , 86
,87 , 85
,86 , 84
,85 , 83
,84 , 82
,83 , 81
,82 , 80
,81 , 79
,80 , 78
,80 , 77
,80 , 76
,80 , 75
,80 , 74
,80 , 73
,80 , 72
,80 , 71
,80 , 70
,80 , 69
,80 , 68
,80 , 67
,80 , 66
,79 , 65
,78 , 64
,77 , 63
,76 , 63
,75 , 63
,74 , 63
,73 , 62
,72 , 61
,71 , 60
,70 , 59
,69 , 58
,68 , 57
,67 , 56
,66 , 55
,65 , 54
,65 , 53
,65 , 52
,65 , 51
,65 , 50
,65 , 49
,65 , 48
,64 , 47
,63 , 46
,62 , 45
,61 , 45
,60 , 45
,59 , 45
,58 , 45
,57 , 45
,56 , 45
,55 , 45
,54 , 45
,53 , 45
,52 , 46
,52 , 47
,52 , 48
,52 , 49
,52 , 50
,52 , 51
